2023_Sample_name,ASV_5,ASV_6,ASV_7,ASV_8,ASV_11,ASV_13,ASV_17,ASV_18,ASV_24,ASV_26,ASV_28,ASV_30,ASV_31,ASV_32,ASV_39,ASV_40,ASV_43,ASV_46,ASV_47,ASV_48,ASV_49,ASV_50,ASV_51,ASV_54,ASV_55,ASV_56,ASV_57,ASV_58,ASV_59,ASV_60,ASV_61,ASV_62,ASV_63,ASV_65,ASV_66,ASV_67,ASV_68,ASV_69,ASV_70,ASV_71,ASV_72,ASV_73,ASV_74,ASV_76,ASV_77,ASV_78,ASV_79,ASV_80,ASV_81,ASV_83,ASV_85,ASV_89,ASV_91,ASV_92,ASV_93,ASV_96,ASV_97,ASV_98,ASV_99,ASV_101,ASV_102,ASV_103,ASV_105,ASV_106,ASV_107,ASV_108,ASV_109,ASV_110,ASV_112,ASV_113,ASV_114,ASV_115,ASV_116,ASV_117,ASV_119,ASV_120,ASV_122,ASV_123,ASV_125,ASV_126,ASV_127,ASV_128,ASV_129,ASV_130,ASV_131,ASV_132,ASV_133,ASV_134,ASV_135,ASV_136,ASV_138,ASV_139,ASV_141,ASV_143,ASV_144,ASV_145,ASV_148,ASV_149,ASV_151,ASV_152,ASV_153,ASV_155,ASV_156,ASV_159,ASV_160,ASV_161,ASV_162,ASV_163,ASV_164,ASV_166,ASV_167,ASV_168,ASV_174,ASV_176,ASV_180,ASV_181,ASV_182,ASV_185,ASV_188,ASV_190,ASV_191,ASV_192,ASV_195,ASV_196,ASV_197,ASV_198,ASV_199,ASV_200,ASV_201,ASV_202,ASV_203,ASV_207,ASV_208,ASV_211,ASV_212,ASV_214,ASV_215,ASV_216,ASV_217,ASV_218,ASV_224,ASV_226,ASV_227,ASV_230,ASV_232,ASV_233,ASV_234,ASV_237,ASV_238,ASV_239,ASV_240,ASV_241,ASV_243,ASV_246,ASV_250,ASV_251,ASV_253,ASV_254,ASV_255,ASV_256,ASV_260,ASV_262,ASV_266,ASV_267,ASV_269,ASV_270,ASV_272,ASV_275,ASV_276,ASV_277,ASV_279,ASV_282,ASV_283,ASV_284,ASV_287,ASV_289,ASV_290,ASV_293,ASV_300,ASV_301,ASV_307,ASV_309,ASV_317,ASV_330,ASV_340,ASV_341,ASV_343,ASV_344,ASV_347,ASV_349,ASV_350,ASV_351,ASV_352,ASV_357,ASV_359,ASV_363,ASV_364,ASV_378,ASV_387,ASV_389,ASV_394,ASV_398,ASV_408,ASV_412,ASV_413,ASV_423,ASV_433,ASV_440,ASV_447,ASV_453,ASV_454,ASV_459,ASV_467,ASV_468,ASV_482,ASV_483,ASV_498,ASV_500,ASV_506,ASV_509,ASV_510,ASV_511,ASV_512,ASV_517,ASV_518,ASV_520,ASV_521,ASV_530,ASV_534,ASV_535,ASV_543,ASV_545,ASV_546,ASV_550,ASV_552,ASV_555,ASV_557,ASV_565,ASV_572,ASV_573,ASV_575,ASV_576,ASV_579,ASV_580,ASV_584,ASV_598,ASV_600,ASV_601,ASV_608,ASV_613,ASV_618,ASV_619,ASV_620,ASV_624,ASV_629,ASV_632,ASV_636,ASV_637,ASV_641,ASV_648,ASV_649,ASV_650,ASV_651,ASV_671,ASV_675,ASV_676,ASV_677,ASV_683,ASV_684,ASV_685,ASV_690,ASV_692,ASV_695,ASV_697,ASV_702,ASV_704,ASV_705,ASV_706,ASV_708,ASV_715,ASV_738,ASV_739,ASV_745,ASV_746,ASV_747,ASV_752,ASV_754,ASV_756,ASV_759,ASV_767,ASV_768,ASV_772,ASV_773,ASV_779,ASV_781,ASV_783,ASV_784,ASV_785,ASV_789,ASV_796,ASV_797,ASV_805,ASV_811,ASV_815,ASV_816,ASV_819,ASV_820,ASV_824,ASV_826,ASV_827,ASV_834,ASV_845,ASV_846,ASV_851,ASV_854,ASV_859,ASV_860,ASV_866,ASV_867,ASV_868,ASV_870,ASV_871,ASV_877,ASV_882,ASV_895,ASV_905,ASV_912,ASV_913,ASV_914,ASV_923,ASV_924,ASV_927,ASV_928,ASV_934,ASV_935,ASV_936,ASV_950,ASV_961,ASV_962,ASV_969,ASV_970,ASV_972,ASV_973,ASV_974,ASV_975,ASV_980,ASV_990,ASV_991,ASV_992,ASV_993,ASV_994,ASV_995,ASV_996,ASV_1005,ASV_1013,ASV_1015,ASV_1016,ASV_1026,ASV_1032,ASV_1033,ASV_1037,ASV_1038,ASV_1039,ASV_1040,ASV_1046,ASV_1047,ASV_1049,ASV_1051,ASV_1052,ASV_1061,ASV_1062,ASV_1071,ASV_1076,ASV_1077,ASV_1078,ASV_1079,ASV_1085,ASV_1086,ASV_1087,ASV_1088,ASV_1089,ASV_1090,ASV_1091,ASV_1092,ASV_1101,ASV_1103,ASV_1108,ASV_1110,ASV_1111,ASV_1117,ASV_1118,ASV_1120,ASV_1121,ASV_1122,ASV_1123,ASV_1124,ASV_1125,ASV_1135,ASV_1136,ASV_1137,ASV_1138,ASV_1140,ASV_1158,ASV_1159,ASV_1160,ASV_1161,ASV_1162,ASV_1176,ASV_1177,ASV_1179,ASV_1180,ASV_1182,ASV_1183,ASV_1191,ASV_1192,ASV_1193,ASV_1194,ASV_1195,ASV_1196,ASV_1197,ASV_1210,ASV_1211,ASV_1212,ASV_1213,ASV_1227,ASV_1228,ASV_1229,ASV_1230,ASV_1231,ASV_1242,ASV_1243,ASV_1244,ASV_1245,ASV_1258,ASV_1259,ASV_1260,ASV_1261
2023Pollinator5a,6,2,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023Pollinator5b,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Pollinator5c,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Pollinator5d,1576,881,1795,0,0,49,29,11,0,0,0,0,0,10,34,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,141,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,54,0,0,0,0,0,0,0,69,69,66,0,55,0,0,0,0,0,0,60,0,0,0,0,0,0,56,41,0,55,0,0,0,0,0,0,0,48,0,0,0,0,47,43,45,0,0,0,0,43,0,0,0,41,41,0,15,0,0,0,0,35,33,0,0,0,0,0,0,0,0,28,0,0,0,27,27,27,26,0,0,25,25,25,23,0,0,0,23,23,0,0,0,0,0,20,20,19,19,0,18,0,17,17,16,0,15,15,15,0,14,14,14,14,14,14,0,0,13,0,0,12,0,0,11,11,11,11,11,11,0,0,0,0,0,0,0,8,8,8,0,0,0,7,7,7,0,0,0,6,6,6,6,0,0,0,5,0,0,4,4,4,0,0,3,3,0,0,0,0
2023Pollinator6a,31396,16442,9082,5553,0,0,792,1210,0,802,507,1089,0,0,0,3903,1021,0,0,80,340,0,0,0,0,5362,0,0,0,714,0,141,648,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,2140,0,0,0,0,0,103,0,0,641,0,0,0,0,0,664,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,374,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,376,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,289,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,107,0,0,0,105,0,0,0,0,0,0,0,92,0,90,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Pollinator6b,11566,7093,960,1338,814,114,0,257,1036,301,0,64,0,0,0,57,0,0,0,0,0,0,113,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,75,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,84,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Pollinator6c,170072,123463,83215,67514,22968,0,2458,21573,14,10924,0,0,0,3222,0,944,2749,0,0,14,6066,0,1982,0,4931,0,5017,0,0,2502,0,1037,0,0,0,0,0,0,3342,0,0,0,1921,0,0,3527,3581,2542,2563,0,2758,0,2620,0,0,0,0,0,0,0,0,894,2142,0,0,2075,0,0,1945,1887,1853,0,0,642,0,0,1606,0,1637,0,1599,1605,1597,0,0,1445,1438,0,0,0,0,1366,0,0,1237,0,0,1118,0,0,1043,1032,1029,994,992,0,892,0,954,0,0,0,0,0,828,0,807,766,0,0,0,0,0,0,0,0,644,0,0,0,0,588,0,569,569,0,0,550,548,0,0,0,0,498,0,0,0,468,0,0,0,0,0,0,412,408,0,0,0,383,0,0,0,0,0,0,350,0,0,0,0,0,0,334,0,0,0,0,0,0,0,287,0,0,0,246,0,0,243,0,0,0,0,233,0,227,0,0,193,0,0,0,176,0,162,170,165,0,0,0,149,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,75,74,0,0,71,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2023Pollinator6d,24031,19557,6251,17470,11494,4119,0,0,0,1922,0,933,11802,1254,600,0,0,6064,6662,0,0,0,0,0,0,0,0,0,0,1532,0,836,628,0,110,0,4148,0,0,0,0,3771,0,616,0,0,0,0,0,3109,0,2641,0,1843,0,2215,0,0,0,1872,0,0,0,2005,0,0,0,0,0,0,0,1842,0,0,1771,1753,0,1653,0,0,0,0,0,0,0,0,0,1432,0,1405,0,0,1344,762,0,1210,805,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,0,0,826,0,0,0,0,0,0,0,312,0,652,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,0,348,0,0,0,0,0,405,399,0,0,0,0,0,0,0,0,0,0,0,342,339,0,0,0,333,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,232,0,0,0,0,192,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,123,122,0,0,121,0,0,0,0,0,0,0,113,0,0,109,0,0,0,0,0,0,0,0,0,98,0,94,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,68,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Pollinator7a,0,0,0,0,0,229,0,0,0,0,0,0,0,188,89,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,353,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Pollinator7b,0,0,0,0,0,0,0,0,38,0,0,0,0,129,0,0,0,0,0,27,0,0,39,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Pollinator8a,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Pollinator9a,17,14,17,0,0,0,0,0,2418,0,0,0,0,2983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242,0,0,0,0,0,0,0,1755,0,1575,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023Pollinator9b,0,0,0,0,0,0,0,0,4731,0,0,0,0,1290,2389,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,1801,1251,0,0,0,0,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
